movieId,title,genres
596,Pinocchio (1940),Animation|Children|Fantasy|Musical
597,Pretty Woman (1990),Comedy|Romance
599,"Wild Bunch, The (1969)",Adventure|Western
606,Candyman: Farewell to the Flesh (1995),Fantasy|Horror
608,Fargo (1996),Comedy|Crime|Drama|Thriller
609,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children
616,"Aristocats, The (1970)",Animation|Children
628,Primal Fear (1996),Crime|Drama|Mystery|Thriller
631,All Dogs Go to Heaven 2 (1996),Adventure|Animation|Children|Fantasy|Musical|Romance
637,Sgt. Bilko (1996),Comedy
640,Diabolique (1996),Drama|Thriller
647,Courage Under Fire (1996),Action|Crime|Drama|War
648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller
661,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical
662,Fear (1996),Thriller
667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),Action
673,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi
688,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War
694,"Substitute, The (1996)",Action|Crime|Drama
697,Feeling Minnesota (1996),Drama|Romance
700,Angus (1995),Comedy
704,"Quest, The (1996)",Action|Adventure
708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance
709,Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical
710,Celtic Pride (1996),Comedy
711,Flipper (1996),Adventure|Children
719,Multiplicity (1996),Comedy
720,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy
733,"Rock, The (1996)",Action|Adventure|Thriller
736,Twister (1996),Action|Adventure|Romance|Thriller
747,"Stupids, The (1996)",Comedy
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
759,Maya Lin: A Strong Clear Vision (1994),Documentary
762,Striptease (1996),Comedy|Crime
765,Jack (1996),Comedy|Drama
775,Spirits of the Dead (1968),Horror|Mystery
780,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller
783,"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance
795,Somebody to Love (1994),Drama
799,"Frighteners, The (1996)",Comedy|Horror|Thriller
800,Lone Star (1996),Drama|Mystery|Western
801,Harriet the Spy (1996),Children|Comedy
802,Phenomenon (1996),Drama|Romance
804,She's the One (1996),Comedy|Romance
818,"Very Brady Sequel, A (1996)",Comedy
830,"First Wives Club, The (1996)",Comedy
835,Foxfire (1996),Drama
837,Matilda (1996),Children|Comedy|Fantasy
838,Emma (1996),Comedy|Drama|Romance
839,"Crow: City of Angels, The (1996)",Action|Thriller
842,Tales from the Crypt Presents: Bordello of Blood (1996),Comedy|Horror
848,"Spitfire Grill, The (1996)",Drama
849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller
852,Tin Cup (1996),Comedy|Drama|Romance
867,Carpool (1996),Comedy|Crime
880,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller
881,First Kid (1996),Children|Comedy
888,Land Before Time III: The Time of the Great Giving (1995),Adventure|Animation|Children|Musical
891,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),Horror|Thriller
892,Twelfth Night (1996),Comedy|Drama|Romance
898,"Philadelphia Story, The (1940)",Comedy|Drama|Romance
899,Singin' in the Rain (1952),Comedy|Musical|Romance
902,Breakfast at Tiffany's (1961),Drama|Romance
904,Rear Window (1954),Mystery|Thriller
908,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller
910,Some Like It Hot (1959),Comedy|Crime
912,Casablanca (1942),Drama|Romance
914,My Fair Lady (1964),Comedy|Drama|Musical|Romance
919,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical
920,Gone with the Wind (1939),Drama|Romance|War
923,Citizen Kane (1941),Drama|Mystery
924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi
930,Notorious (1946),Film-Noir|Romance|Thriller
937,Love in the Afternoon (1957),Comedy|Romance
940,"Adventures of Robin Hood, The (1938)",Action|Adventure|Romance
943,"Ghost and Mrs. Muir, The (1947)",Drama|Fantasy|Romance
954,Mr. Smith Goes to Washington (1939),Drama
979,Nothing Personal (1995),Drama|War
981,Dangerous Ground (1997),Drama
986,Fly Away Home (1996),Adventure|Children
991,Michael Collins (1996),Drama
996,Last Man Standing (1996),Action|Crime|Drama|Thriller
999,2 Days in the Valley (1996),Crime|Film-Noir
1004,"Glimmer Man, The (1996)",Action|Thriller
1006,"Chamber, The (1996)",Drama
1009,Escape to Witch Mountain (1975),Adventure|Children|Fantasy
1023,Winnie the Pooh and the Blustery Day (1968),Animation|Children|Musical
1024,"Three Caballeros, The (1945)",Animation|Children|Musical
1025,"Sword in the Stone, The (1963)",Animation|Children|Fantasy|Musical
1029,Dumbo (1941),Animation|Children|Drama|Musical
1030,Pete's Dragon (1977),Adventure|Animation|Children|Musical
1031,Bedknobs and Broomsticks (1971),Adventure|Children|Musical
1032,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical
1042,That Thing You Do! (1996),Comedy|Drama
1046,Beautiful Thing (1996),Drama|Romance
1049,"Ghost and the Darkness, The (1996)",Action|Adventure
1057,Everyone Says I Love You (1996),Comedy|Musical|Romance
1060,Swingers (1996),Comedy|Drama
1061,Sleepers (1996),Thriller
1064,Aladdin and the King of Thieves (1996),Animation|Children|Comedy|Fantasy|Musical|Romance
1073,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical
1077,Sleeper (1973),Comedy|Sci-Fi
1079,"Fish Called Wanda, A (1988)",Comedy|Crime
1080,Monty Python's Life of Brian (1979),Comedy
1082,"Candidate, The (1972)",Drama
1084,Bonnie and Clyde (1967),Crime|Drama
1086,Dial M for Murder (1954),Crime|Mystery|Thriller
1089,Reservoir Dogs (1992),Crime|Mystery|Thriller
1090,Platoon (1986),Drama|War
1092,Basic Instinct (1992),Crime|Mystery|Thriller
1093,"Doors, The (1991)",Drama
1094,"Crying Game, The (1992)",Drama|Romance|Thriller
1097,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi
1101,Top Gun (1986),Action|Romance
1103,Rebel Without a Cause (1955),Drama
1124,On Golden Pond (1981),Drama
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller
1136,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
1179,"Grifters, The (1990)",Crime|Drama|Film-Noir
1183,"English Patient, The (1996)",Drama|Romance|War
1188,Strictly Ballroom (1992),Comedy|Romance
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
1199,Brazil (1985),Fantasy|Sci-Fi
1203,12 Angry Men (1957),Drama
1206,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller
1208,Apocalypse Now (1979),Action|Drama|War
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
1211,"Wings of Desire (Himmel über Berlin, Der) (1987)",Drama|Fantasy|Romance
1213,Goodfellas (1990),Crime|Drama
1214,Alien (1979),Horror|Sci-Fi
1219,Psycho (1960),Crime|Horror
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical
1222,Full Metal Jacket (1987),Drama|War
1224,Henry V (1989),Action|Drama|Romance|War
1225,Amadeus (1984),Drama
1226,"Quiet Man, The (1952)",Drama|Romance
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller
1246,Dead Poets Society (1989),Drama
1250,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War
1256,Duck Soup (1933),Comedy|Musical|War
1258,"Shining, The (1980)",Horror
1259,Stand by Me (1986),Adventure|Drama
1263,"Deer Hunter, The (1978)",Drama|War
1265,Groundhog Day (1993),Comedy|Fantasy|Romance
1266,Unforgiven (1992),Drama|Western
1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi
1272,Patton (1970),Drama|War
1275,Highlander (1986),Action|Adventure|Fantasy
1278,Young Frankenstein (1974),Comedy|Fantasy
1279,Night on Earth (1991),Comedy|Drama
1282,Fantasia (1940),Animation|Children|Fantasy|Musical
1283,High Noon (1952),Drama|Western
1288,This Is Spinal Tap (1984),Comedy
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure
1298,Pink Floyd: The Wall (1982),Drama|Musical
1302,Field of Dreams (1989),Children|Drama|Fantasy
1304,Butch Cassidy and the Sundance Kid (1969),Action|Western
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror
1371,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi
1377,Batman Returns (1992),Action|Crime
1391,Mars Attacks! (1996),Action|Comedy|Sci-Fi
1396,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi
1408,"Last of the Mohicans, The (1992)",Action|Romance|War|Western
1445,McHale's Navy (1997),Comedy|War
1449,Waiting for Guffman (1996),Comedy
1466,Donnie Brasco (1997),Crime|Drama
1473,Best Men (1997),Action|Comedy|Crime|Drama
1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance
1517,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy
1552,Con Air (1997),Action|Adventure|Thriller
1573,Face/Off (1997),Action|Crime|Drama|Thriller
1580,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi
1584,Contact (1997),Drama|Sci-Fi
1587,Conan the Barbarian (1982),Action|Adventure|Fantasy
1597,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller
1610,"Hunt for Red October, The (1990)",Action|Adventure|Thriller
1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
1620,Kiss the Girls (1997),Crime|Drama|Mystery|Thriller
1625,"Game, The (1997)",Drama|Mystery|Thriller
1641,"Full Monty, The (1997)",Comedy|Drama
1644,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller
1676,Starship Troopers (1997),Action|Sci-Fi
1682,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi
1704,Good Will Hunting (1997),Drama|Romance
1719,"Sweet Hereafter, The (1997)",Drama
1732,"Big Lebowski, The (1998)",Comedy|Crime
1733,Afterglow (1997),Drama|Romance
1734,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama
1777,"Wedding Singer, The (1998)",Comedy|Romance
1784,As Good as It Gets (1997),Comedy|Drama|Romance
1793,Welcome to Woop-Woop (1997),Comedy
1804,"Newton Boys, The (1998)",Crime|Drama
1805,Wild Things (1998),Crime|Drama|Mystery|Thriller
1834,"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller
1860,Character (Karakter) (1997),Drama
1883,Bulworth (1998),Comedy|Drama|Romance
1885,"Opposite of Sex, The (1998)",Comedy|Drama|Romance
1892,"Perfect Murder, A (1998)",Thriller
1895,Can't Hardly Wait (1998),Comedy|Drama|Romance
1907,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance
1914,Smoke Signals (1998),Comedy|Drama
1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance
1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller
1920,Small Soldiers (1998),Animation|Children|Fantasy|War
1923,There's Something About Mary (1998),Comedy|Romance
1927,All Quiet on the Western Front (1930),Action|Drama|War
1947,West Side Story (1961),Drama|Musical|Romance
1954,Rocky (1976),Drama
1966,Metropolitan (1990),Comedy
1967,Labyrinth (1986),Adventure|Fantasy|Musical
1968,"Breakfast Club, The (1985)",Comedy|Drama
2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama
2005,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy
2012,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western
2018,Bambi (1942),Animation|Children|Drama
2019,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama
2028,Saving Private Ryan (1998),Action|Drama|War
2033,"Black Cauldron, The (1985)",Adventure|Animation|Children|Fantasy
2046,Flight of the Navigator (1986),Adventure|Children|Sci-Fi
2048,"Great Mouse Detective, The (1986)",Action|Animation|Children|Crime
2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi
2058,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller
2076,Blue Velvet (1986),Drama|Mystery|Thriller
2078,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical
2080,Lady and the Tramp (1955),Animation|Children|Comedy|Romance
2090,"Rescuers, The (1977)",Adventure|Animation|Children|Crime|Drama
2093,Return to Oz (1985),Adventure|Children|Fantasy
2094,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi
2096,Sleeping Beauty (1959),Animation|Children|Musical
2099,Song of the South (1946),Adventure|Animation|Children|Musical
2105,Tron (1982),Action|Adventure|Sci-Fi
2109,"Jerk, The (1979)",Comedy
2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy
2116,"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy
2137,Charlotte's Web (1973),Animation|Children
2139,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama
2141,"American Tail, An (1986)",Adventure|Animation|Children|Comedy
2143,Legend (1985),Adventure|Fantasy|Romance
2145,Pretty in Pink (1986),Comedy|Drama|Romance
2150,"Gods Must Be Crazy, The (1980)",Adventure|Comedy
2161,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy
2174,Beetlejuice (1988),Comedy|Fantasy
2186,Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller
2193,Willow (1988),Action|Adventure|Fantasy
2203,Shadow of a Doubt (1943),Crime|Drama|Thriller
2204,Saboteur (1942),Mystery|Thriller
2253,Toys (1992),Comedy|Fantasy
2268,"Few Good Men, A (1992)",Crime|Drama|Thriller
2273,Rush Hour (1998),Action|Comedy|Crime|Thriller
2282,Pecker (1998),Comedy|Drama
2288,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
