movieId,name,alias,actors,directors,doubanScore,genres,languages,mins,regions,storyline,tags,year,genres_list
30391741,早熟,狂愛在哈林,,,0.0,剧情/爱情,英语,86,美国,"Set against the backdrop of a changing Harlem landscape, when seventeen year old Ayanna meets handsome and mysterious outsider Isaiah, her entire world is turned upside down on her path towards self-discovery as she travails the rigorous terrain of young love the summer before she leaves for college.",欧美,2019,True
27085589,灰色：幻影扳机,,内田真礼/佐仓绫音/名塚佳织/种崎敦美/南条爱乃/井泽美香子,天冲,6.9,剧情/动画,日语,90,日本,由“国家组织CIRS”新设的特殊技能训练校“美滨学园”……因各种原因失去归所的少女们被交付的是，枪与实弹。使用手枪的玲奈、擅长狙击的桐花、炸弹与信息处理的克莉丝、负责谍报活动的忍者邑沙季。她们每天都以SORD成员的身份，处理警察及自卫队无法解决的事件，不断进行着危险的活动。,日本动画/动画/动漫/日本/2019/二次元/犯罪/游戏,2019,True
30393838,替嫁新娘,总裁别太坏2替嫁娇妻,陆恩馨/胡盛/张冬/林永炬,麦扣陈,0.0,爱情,汉语普通话,82,中国大陆,新郎莫景谦在婚礼上发现新娘安诗慧已经去世，安排了长相无二的胞妹安诗凝替嫁。不负打击的莫景谦在家族压力下被批接纳安诗凝，同时也展开了改造新娘的计划，最终莫景谦被安诗凝坚韧善良的品质所打动，真正爱上了安诗凝。,爱情/恋爱/烂片/情侣/青春/网络大电影/2019/中国,2019,True
30402296,天气之子,,醍醐虎汰朗/森七菜/小栗旬/本田翼/倍赏千惠子/吉柳咲良/平泉成/梶裕贵/木村良平/柴田秀胜/野泽雅子/花泽香菜/佐仓绫音,新海诚,7.6,爱情/动画/奇幻,日语,114,日本,高一那年夏天，帆高（醍醐虎汰朗 配音）離開位在離島的家鄉，獨自一人來到東京，拮据的生活迫使他不得不找份工作，最後來到一間專門出版奇怪超自然刊物的出版社擔任寫手。不久，東京開始下起連日大雨，彷彿暗示著帆高不順遂的未來，在這座繁忙城市裡到處取材的帆高邂逅了與弟弟相依為命，不可思議的美少女陽菜（森七菜 配音）。「等等就會放晴了喔。」陽菜這樣告訴著帆高，不久，頭頂的烏雲逐漸散去，耀眼的陽光灑落街道……原來，陽菜擁有「改變天氣」的奇妙能力……,日本/动漫/动画/青春/治愈/爱情/2019/奇幻,2019,True
30257175,燃烧女子的肖像,年轻女孩的肖像画 / 燃烧的女子肖像 / 火吻女孩的肖像 / 浴火女孩肖像画,诺米·梅兰特/阿黛拉·哈内尔/瓦莱丽亚·戈利诺,瑟琳·席安玛,7.9,剧情/爱情/历史,法语 / 意大利语,120,法国,该片由瑟琳·席安玛(《女孩帮》)导演，瓦莱丽亚·戈利诺、阿黛拉·哈内尔、诺米·梅兰特等主演。讲述一个女画家去贵族家庭为待嫁女孩画像，互生爱慕。,法国/同性/LGBT/2019/戛纳/戛纳电影节/法国电影/戛纳／主竞赛单元,2019,True
26752564,慕伶，一鸣，伟明,,彭杏英/薛立賢/高翰文,黄梓,7.6,剧情,粤语 / 汉语普通话,110,中国大陆,父亲患病生命垂危，母亲被迫扛起家庭重担，儿子却渴望逃脱。努力平静度日的三人，在生活中迷失。,2019/中国/家庭/处女作/黄梓/剧情/粤语/亲情,2019,True
27080656,普罗米亚,普羅米亞的火燄（港）,松山研一/早乙女太一/堺雅人/佐仓绫音/吉野裕行/稻田彻/新谷真弓/小山力也/小清水亚美/楠大典/桧山修之/小西克幸,今石洋之,8.6,剧情/科幻/动画,日语,111,日本,世界大炎日的三十年後，變種人MadB u r n i s h四出縱火，與「高機動消防隊」上演命運之對決，意外掲發獨裁政治家的人類逃亡（滅亡）計劃。今石洋之為《新世紀福音戰士》擔任過原畫，執導的動畫長篇《天元突破》被捧為神作。螢光和粉色系的運用、艷麗的卡通渲染、電腦和手繪風格的撞擊、凌厲分鏡與機械人超炫變身等獨門招數，加上「非常燃」的人物故事對白，今石洋之是動畫界最不一樣煙火的存在。首部長片即能邀來松山研一、堺雅人聲演，不愧為年度最期待的熱血機械人大作。,今石洋之/动画/日本/日本动画/2019/Trigger/剧场版/动漫,2019,True
27074316,一条狗的使命2,再见亦是狗朋友2(港) / 狗狗的旅程(台) / 一条狗的旅程 / 为了与你相遇2,丹尼斯·奎德/凯瑟琳·普雷斯科特/刘宪华/玛格·海根柏格/贝蒂·吉尔平/乔什·加德/艾比·莱德·弗特森/杰克·曼利/达妮埃拉·巴博萨/陈琦烨/杰夫·罗普/吉姆·科比,盖尔·曼库索,6.9,剧情/喜剧/家庭,英语,108,中国大陆 / 印度 / 中国香港 / 美国,小狗贝利延续使命，在主人伊森的嘱托下，通过不断的生命轮回， 执着守护伊森的孙女CJ，将伊森对孙女的爱与陪伴，当做最重要的 使命和意义，最终帮助CJ收获幸福，再次回到主人伊森身边。,治愈/温情/狗狗/感人/狗/爱/人性/2019,2019,True
30230592,萨霍,,施拉达·卡普尔/帕拉巴斯/曼迪拉·贝迪/杰奇·史洛夫/马赫什·曼杰瑞卡/尼尔·尼汀·穆科什/迈克尔·西格尔/缇努·阿南德/普拉卡什·贝尔拉迪/巴拉特·巴蒂,,0.0,动作/惊悚,泰卢固语 / 印地语 / 马拉雅拉姆语 / 泰米尔语,0,印度,"The Story is about a power battle which is taking place in the higher echelons of power unrelated and unconnected episodes occurring in different parts of the globe, Intertwine in an unforeseen manner to a revelation of mind games. The story delves the audience into the game of a brilliant master mind to reveal the true nature of all that are involved. It challenges the perceptions of who is the hunter and who is the hunted. It blends in a thrilling story with commercial elements of story telling to deliver a high octane action entertainer appealing to all segments of the audience.",印度/电影/帕拉巴斯/印度电影/印影/很喜欢/香港/IMAX,2019,True
27079210,篷车之旅,,菲恩·怀特海德/斯特凡·巴克/本·卓别林/莫里兹·布雷多/克劳迪娅·特鲁希略,塞巴斯蒂安·席佩尔,0.0,剧情,英语 / 西班牙语 / 法语 / 德语 / 林加拉语,99,德国 / 法国,剧情讲述一个来自刚果的年轻人William(Stéphane Bak饰)尝试突破欧洲边界，来寻找他的兄弟，偶然遇见了狂野又机灵的Gyllen(怀特海德饰)，后者刚刚开着继父的野营车从家庭摩洛哥之旅中溜了出来。两人开启了一段不可预测、激动人心、不可阻挡、充满混乱与幽默的旅程，只有生活在边缘的青少年才能点燃如此激情之火。,德国/fionnwhitehead/法国/2019/怀特海德/剧情/菲恩/敦刻尔克男主,2019,True
30379828,招摇之涅盘传说,,杨泽/洪司洋/金禹伯/于潼/康爱石,金睿,0.0,爱情/奇幻,汉语普通话,0,中国大陆,《招摇之涅槃传说》主要讲述了鉴心门、南月教、魔修三大门派之间的恩怨纠葛，历经网剧《招摇》中的仙魔大战之后，毁灭天地的大魔修的元神被十大仙门联手打散，百年之后，大魔修密谋重返尘寰。仙魔大战之后逐渐没落的鉴心门与南月教也为重振门楣联姻，共享双方圣物“鉴心决”、“涅槃”。魔修少女玄灵获悉此事，为得到涅槃复活自己的父亲，乔装“喜娘”潜入鉴心门盗宝，结果盗宝未成还破坏了两大门派联姻。期间，玄灵与鉴心门门主柳沧岭竟互生情愫，但仙魔身份的差异，立场的相悖也导致了重重误会。魔修现世，生死关头之际，生命、爱情、大义等多重考验既成功制服魔修拯救了苍生，也成就了一段绝美的仙魔虐恋。,电影,2019,True
30399743,安拉的电话,,拉塞卡·杜加尔,,0.0,剧情,乌尔都语 / 印地语,108,印度,"Hamid’s (8) father has gone missing. His mother Ishrat has turned indifferent towards Hamid and the entire world after the incident. Neglected and lonely, with a heart searching for answers, Hamid star gazes in the hope of meeting his father. The number 786 always bewildered Hamid. One day a teacher tells Hamid that this is God’s number. Using his father’s old mobile phone, after trying different combinations, he ﬁnally manages to connect to a person, who he is convinced is God. On the other side is Abhay, a hard-knuckled CRPF Jawaan. Hamid’s phone call, though surprising at ﬁrst, intrigues Abhay who engages in humouring Hamid. These two, unknowingly and unintentionally, change each other’s world for the better.",印度/儿童/人性/战争/喀什米尔/2019,2019,True
30232256,町田君的世界,,细田佳央太/关水渚/岩田刚典/高畑充希/前田敦子/仲野太贺/池松壮亮/户田惠梨香/佐藤浩市/北村有起哉/松岛菜菜子,石井裕也,6.6,剧情,日语,119,日本,町田君笨實但懷着大愛，對任何人都無條件釋出善意，卻被看待成外星生物。小町田特別關懷憎恨全人類的同級女生豬原，一物治一物，原來這種心跳感覺叫初戀。唐吉訶德式的世紀暖男，証明愛與善可以征服一切，也可以一飛衝天改變惡意瀰漫的叢林法則。前田敦子、池松壯亮、高畑充希、松嶋菜菜子和佐藤浩巿助陣，位位都有亮眼表現，兩名新人主角親和力十足。《東京夜空最深藍》（41屆）後，鬼才石井裕也轉換角度應對空虛，拍出一部無限溫暖的快樂小品，同樣高度治癒。,日本/2019/日本电影/石井裕也/漫画改编/池松壮亮/日影/高畑充希,2019,True
33392798,捕快卜曼,,韩志硕/于果儿/徐鹤尼/张弛,陈泳旭,0.0,喜剧/动作/古装,汉语普通话,0,中国大陆,几十年前，一伙倭寇袭击沿海，被明朝大军拿下，其首领东野吾郎被斩首示众，首级悬挂于城门之上。谁知东野吾郎早有遗书，他安排自己精通汉语的妻子假扮汉人，将两个孩子送了人。,剧情,2019,True
30227842,超级队长,,张赫宣/葛天/张珣/张鼎/何卓恩/刘玉/张熙圣/代儿/黄子耀,刘存明,0.0,剧情/动作/爱情,汉语普通话,70,中国大陆,次疫苗运输，引发两家物流巨头的暗战，三人线下周旋，公路运输连发四次意外，经历五重波折，幕后主谋却另有其人，七天前的谜团与危机，如何在八小时内化解，敬请期待《超级队长》。,烂片/大陆/2019/网络电影/犯罪/垃圾/国产/中国大陆,2019,True
30253641,夜蝶,,孔肖吟/吴哲晗,陈静,0.0,动作/战争,汉语普通话,77,中国大陆,该片讲述了真实身份为飞贼的身材火辣个性机灵的丽都舞女小蝴蝶（SNH48孔肖吟饰）和以归国护士身份作为掩护实则为特工的沈清韵（SNH48吴哲晗饰），两姐妹原是小时候的闺蜜，因种种原因从一开始相互隐瞒身份，而后怀疑对方并发现端倪所引出的一系列故事。,SNH48/动作/谍战/剧情/少女/网络大电影/大陆/电影,2019,True
30254294,单刀直入(美版),单刀直入美版,安东尼·麦凯/弗兰克·格里罗/马西娅·盖伊·哈登/克里斯蒂安·库克/泰柔娜·派丽丝/波利斯·麦戈法/亚当·G·西蒙/丹尼尔·R·希尔/理查德·杜恩/迈克斯·摩尔,乔·林奇,5.6,动作/惊悚,英语,86,美国,“猎鹰”安东尼·麦凯、“交叉骨”弗兰克·格里罗出演美版[单刀直入]，Netflix出品，导演乔·林奇([艾芙莉])。法版[单刀直入]于2010年上映，导演弗雷德·卡瓦耶，主演吉尔·勒卢什，故事讲述男主萨缪尔的妻子遭匪徒绑架，为救出妻子他不得不按绑匪的要求一步步走向险境。新版男主由麦凯饰演。,动作/犯罪/美国/2019/Netflix/翻拍/惊悚/剧情,2019,True
30394824,暴躁家族,,高宏亮/王美茜/邓加乐/董至成/常凯宁/王正佳/辛祚宇/黄健/余俪,文一行,0.0,剧情/喜剧/动作/犯罪,汉语普通话,90,中国大陆,脾气异常火爆的东北一家，在本地有着深厚的江湖背景。由于几十年前的仇敌出狱寻仇，一家四口无奈逃至海岛隐姓埋名，重新生活。东北人火爆的脾气与海岛生活格格不入，带来诸多笑料。却不知一场意想不到的血雨腥风即将来临。,电影/喜剧/家庭/搞笑/黑色幽默/网大/动作/感人,2019,True
30396239,空天战队之星兽大战,,申克/白文显/赵然/李旭乔/泽飞/张页川/周岩/高全胜,汤继业,0.0,动画/冒险,汉语普通话,90,中国大陆,外星球几个机器人小伙伴为了拯救地球，在博士的引导下前往地球，同时和极恶势力、暗影军团一伙展开斗智斗勇的历险故事。,国产动漫/中国/国产卡通动画电影/动画/电影/泰国/大陆动画/大陆,2019,True
30216460,遗失的环节,大冒险家(台) / 缺少环节,休·杰克曼/佐伊·索尔达娜/艾玛·汤普森/扎克·加利凡纳基斯/蒂莫西·奥利芬特/爱丽达·阿察瑞儿/马特·卢卡斯/斯蒂芬·弗雷/大卫·威廉姆斯,克里斯·巴特勒,6.8,动画/冒险,英语,95,美国,莱昂内尔·弗罗斯特爵士(休叔)认为自己是世界上最杰出的神话和怪物调查员，为了获得探险精英的认可，他前往美国西北太平洋地区以证明一种传说中生物Mr. Link(扎克)的存在，这是原始人类和现代人类之间缺失的一环。随后弗罗斯特、Link和探险家Adelina Fortnight(佐伊)踏上了寻找Link远亲的冒险之路。,动画/美国/定格动画/2019/冒险/喜剧/莱卡/莱卡工作室,2019,True
27067910,法兹,法滋,张宁浩/黄丽丽/马宝康,张大磊,6.0,剧情/短片,汉语普通话,18,中国大陆,Fuzz，最早出现的几种效果器中的一种。离《八月》的故事过去了四年，1998年，一个新时代，小雷16岁，开始喜欢上摇滚乐。世纪末，大家纷纷挂上BP机，也有人开上了私家车，千禧年就要来了。（via《电影世界》）,短片/张大磊/2019/大陆/中国大陆/音乐/摇滚/八月番外,2019,True
30336228,Mental Hai Kya,,阿明·阿卜杜勒·奎德/拉吉·库玛/康格娜·拉瑙特,,0.0,剧情/喜剧,印地语 Hindi,107,印度 India,,印度/社会/犯罪/期待也能中国大陆上映消息/悬疑/剧情/HindiCinema/2010s,2019,True
30246884,王者无敌苏乞儿,醉侠苏乞儿,白那日苏/宋佳玲/邓钢,李国华/牛军,0.0,动作,汉语普通话,79,中国大陆,五年前，苏灿全家被杀，苏灿侥幸逃脱，从此隐姓埋名沦为乞丐。五年后，等他带着徒儿再次回到广州之日，广州发生了天翻地覆的变化。烟馆满街，民不聊生，新上任的总督钟懿和广州知府徐友谅面和心不合，父亲曾经的好友赵海已成为当地第一首富，青梅竹马的赵倩也变成了留洋归来的美女。总督上任途中曾遇到刺客，苏乞儿误打误撞卷入其中，遭到广州知府的通缉捉拿。苏乞儿一面应对官府的围追堵截，一面暗中调查杀害全家的凶手，无意间，却发现了洋人的一个惊天秘密。而此时，苏乞儿与赵倩的感情也在日渐复苏。面对家仇、国恨，曾经的青梅竹马，苏乞儿该何去何从？,动作/王者无敌苏乞儿/大陆电影/1080P/[華語]/HD,2019,True
30272804,名侦探柯南：绀青之拳,名侦探柯南：深蓝之拳 / 名侦探柯南2019,高山南/山口胜平/山崎和佳奈/小山力也/绪方贤一/岩居由希子/高木涉/大谷育江/林原惠美/松井菜樱子/桧山修之/石井康嗣/浅川悠/高桥广树/梶裕贵/间宫康弘/林修/河北麻由子/山崎育三郎,永冈智佳,6.4,动画/悬疑,日语,110,日本,“名侦探柯南系列”第23部动画剧场版，票房和口碑也屡破纪录。作为平成年代最后一部柯南电影，首次将案件发生地设立在海外，基德时隔四年后再度回归，与柯南合体展开行动。,名侦探柯南/柯南/剧场版/怪盗基德/日本/2019/日本动画/动画,2019,True
30221757,烈火英雄,烈火·英雄 / 惊天大爆炸,黄晓明/杜江/谭卓/杨紫/欧豪/侯勇/张哲瀚/谷嘉诚/印小天/高戈/许文广/刘金山/丁嘉丽,陈国辉,6.6,剧情/灾难,汉语普通话,120,中国大陆,滨海市海港码头发生管道爆炸，整个罐区的原油都顺着A01油罐往外流，化成火海和阵阵爆炸，威胁全市、全省，甚至邻国的安全。慌乱的市民们四处奔逃，一辆辆消防车却逆向冲进火海……,英雄/正能量/消防题材/感动/真实事件改编/消防员/消防/灾难,2019,True
30234891,红心女王,女王诱罪(港),崔娜·蒂虹/古斯塔夫·林德/马格努斯·克雷佩/弗兰丹尼可·达尔·汉森,,0.0,剧情,丹麦语,127,丹麦 / 瑞典,擅打青少年性侵案官司的精明律師，與醫生丈夫婚姻美滿，事業家庭盡在掌握，豈料丈夫與前妻所生的反叛兒子搬來同住，令她措手不及。叢林深處的慾望被少年的青春怒火點燃，陷入不倫關係，一發不可收拾；不惜一切犧牲樹苗以挽救森林，原來靈魂早已焚燒殆盡。正義是人間仰望的茂林，秋風一揚，墜落堂皇華葉，剩下謊言枯枝。《堅離地公社》（夏日國際電影節2016）柏林影后崔娜蒂虹（《腦謀心算》，42 屆）挑戰演技，狠狠挖開纏心附魄的盤根錯節。,丹麦/2019/剧情/丹麦电影/欲望/丹麥/HKIFF43/Mayel-Toukhy,2019,True
30394729,暗之齿轮,,瑛太/绪形直人/大地康雄/中村苍/莲佛美沙子/高桥和也/石桥静河/津嘉山正种/中村贺津雄/桥爪功,山下智彦,7.3,悬疑/古装,日语,110,日本,改编自藤泽周平的同名小说藤澤周平的同名小说。主人公佐之助，混跡於江戶時代的黑暗世界，一日在常去的酒亭，他結識了伊兵衛。在伊兵衛的慫恿與自己渴求過上美好生活的雙重誘惑下，他最終同意，和一群陌生男子搭檔，合夥搶劫商家七百兩的巨款。。。,日本/瑛太/日本电影/藤泽周平/犯罪/日剧/莲佛美沙子/石桥静河,2019,True
30257331,她的马拉松,布列塔尼参加马拉松比赛(台),里尔·莱尔·哈瓦瑞/吉莉恩·贝尔/麦可拉·沃金丝/乌特卡什·安邦德卡尔/爱丽丝·李/米卡·斯托克,保罗·唐斯·卡莱佐,0.0,剧情/喜剧,英语,103,美国,布列塔尼·福格勒是一个有趣的，可爱的，27岁的纽约人，紧迫的生活让她过得乱七八糟的，其肮脏的夜总会冒险和清晨羞耻的散步使她每天上班迟到。但是当她停在一个叫“推荐医生办公室”的地方，试图给她加药时，布里塔尼得到了一系列的诊断结果，而不是心率升高、血压升高……一长串的疾病。突然，布列塔尼被迫握紧，系上她的匡威运动鞋，跑了一个汗块。第二天，她跑了两次。很快她就跑了一英里。布列塔尼终于有了方向，但她走对了吗？,美国/女性/喜剧/鸡汤/圣丹斯/剧情/Sundance/2019Sundance,2019,True
30220011,下一站天堂,亡命之途,妻夫木聪/丰川悦司/庄凯勋/谢欣颖/黄仲昆,半野喜弘,0.0,剧情,日语 / 汉语普通话,0,日本 / 中国台湾,因涉入一宗枉死案件被日本角头追杀而躲避到中国台湾的痞子牧野(妻夫木聪饰)，找上同样因此事件自我放逐的冷酷杀手岛(丰川悦司饰)，两名负罪的旅人一路逃亡来到了花莲，认识了开朗的当地女孩小恩(谢欣颖饰)，三人在这趟流浪的旅程中，竟遭到一位如同鬼魅般的神秘杀手(庄凯勋饰)追杀，他的出现即将揭露出什么残酷的真相？,日本/妻夫木聪/坂本龙一/日本电影/台灣/半野喜弘/2019/台湾,2019,True
30388381,握三下，我爱你,,杨丞琳/是元介/黄姵嘉,周美玲,6.9,剧情/爱情,汉语普通话,96,中国台湾,刘立立（杨丞琳 饰）与王玫（黄姵嘉 饰），是一对感情深厚的姐妹淘，同时也都是董今狐（是元介 饰）的妻子，在这个大家庭里，刘立立选择终身不育子，对元配王玫的子女视为己出，两人共同撑持起这个家长达50余年⋯⋯直到刘立立病倒，一直守护着她的王玫，对于一同守护着这个家，如今却在病榻上的好姐妹，她下了一个决定。,台湾/爱情/2019/温情/琼瑶/文艺/剧情/传记,2019,True
30290143,传奇王子,,片寄凉太/佐野玲於/饭岛宽骑/铃木伸之/町田启太,河合勇人/守屋健太郎,0.0,爱情,日语,0,日本,朱雀奏的父亲拜托王子见一个人，朱雀奏的父亲年轻时的初恋不幸亡故生前因为丈夫烂赌日子过得不好，还留下一个女儿希望儿子去看看初恋的女儿。,片寄凉太/日本电影/少女心/日本/玛丽苏/校园/爱情/青春,2019,True
